Time,Date,City,Sub Location,Latitude,Longitude,Complaint Type,Complaint Description,Crime Intensity
10:07:58,19/04/23,Pune,Shivaji Nagar,27.63266,83.82597,None,No incident reported.,None
23:20:26,08/09/24,Mumbai,Dadar,28.6178,82.4839,Assault,Sit administration for forward no cause include message maintain various.,High
00:13:20,11/04/24,Mumbai,Borivali,17.8793,77.19277,Kidnapping,Produce tough stock scientist back professor gas any standard seven week movie argue.,Low
20:42:25,01/10/23,Bengaluru,Indiranagar,26.66037,85.15969,Kidnapping,Director gas dog smile year easy seek American.,High
07:24:48,22/01/25,Chennai,T. Nagar,24.22335,87.24238,Harassment,Particularly country position say few candidate.,Medium
10:32:03,29/10/24,Kolkata,Behala,21.77601,87.93143,Burglary,Option forget computer rock focus move hotel.,Low
09:03:57,29/01/24,Bengaluru,Whitefield,22.71159,86.78993,Kidnapping,Available safe sort board wonder piece lawyer.,High
02:23:13,01/04/25,Chennai,Tambaram,15.58531,78.45083,Harassment,Issue build with role behind international seat seek event production read.,High
22:45:56,02/02/24,Hyderabad,Hitech City,24.3495,73.61079,Theft,Own at once effect street hold where side build whatever she college.,Low
00:31:48,02/08/24,Delhi,Karol Bagh,21.92866,74.72023,Drug Possession,Adult style another focus letter appear decade garden partner.,Low
00:13:47,13/02/25,Hyderabad,Banjara Hills,21.2622,84.97217,Vandalism,Pay despite third record lawyer exist probably sound already skill.,Low
11:52:50,02/10/23,Delhi,Karol Bagh,13.73797,72.96982,Kidnapping,Go measure bit guy top trial cut boy radio central scene public least fact.,High
03:57:23,23/05/23,Surat,Katargam,18.65431,73.45436,Drug Possession,Agent both skill information agree billion draw.,Medium
06:30:12,05/01/24,Hyderabad,Gachibowli,27.93273,75.46891,Theft,East factor perhaps specific hour issue indicate play stage since situation box identify.,Medium
00:30:11,22/02/24,Bengaluru,Electronic City,19.26861,81.78619,Burglary,Edge build natural image plan east for recently until author like.,Medium
09:01:23,22/02/24,Pune,Wakad,14.54184,74.6278,None,No incident reported.,None
22:42:32,05/07/23,Pune,Viman Nagar,27.78117,73.52228,Vandalism,Camera within into low clearly kitchen attack.,Low
14:01:13,02/10/24,Pune,Shivaji Nagar,25.71157,87.73,Assault,Significant relationship room cost responsibility end of coach outside hit.,Low
03:03:34,05/07/24,Surat,Katargam,22.42368,81.75323,Assault,Public actually and use gas free rich word pass.,High
20:13:48,23/10/24,Chennai,Anna Nagar,19.03006,80.2416,None,No incident reported.,None
17:31:30,17/11/24,Pune,Shivaji Nagar,28.02177,77.31603,None,No incident reported.,None
16:34:27,02/12/24,Bengaluru,MG Road,26.4745,78.58748,Drug Possession,Within least black conference challenge late find.,High
00:04:25,15/07/23,Delhi,Connaught Place,25.34373,75.10984,Assault,Admit physical more use during bit economy.,Low
16:25:06,09/01/25,Bengaluru,Whitefield,26.79608,81.06823,Domestic Violence,Surface bag Democrat always reveal hear yet fall who grow west authority key.,Low
08:59:36,12/09/24,Pune,Kothrud,24.00523,76.04909,Kidnapping,Unit rich score seem into article air money parent trouble write system check share.,Low
09:33:41,11/11/24,Mumbai,Andheri,19.64115,81.69242,Theft,Admit soldier its against section their meet.,High
11:03:51,12/07/24,Hyderabad,Banjara Hills,22.37589,79.05092,Kidnapping,Stay under despite charge be station.,High
15:16:10,17/05/23,Surat,Varachha,14.32369,73.63276,Burglary,For hear walk both bill stuff little few society contain free great.,High
02:12:47,21/10/24,Surat,Vesu,20.19044,78.84096,None,No incident reported.,None
11:45:38,12/06/24,Delhi,Dwarka,26.4171,79.73537,Cyber Crime,Its cost lot clearly now enough act find.,Medium
04:49:17,10/08/23,Bengaluru,MG Road,17.98674,86.00845,None,No incident reported.,None
19:56:42,24/12/24,Mumbai,Andheri,17.9577,81.0233,Drug Possession,What second later decade send two than medical fine decade including on.,Medium
11:03:18,22/01/25,Kolkata,Howrah,26.10634,81.55646,None,No incident reported.,None
10:44:34,26/10/23,Hyderabad,Banjara Hills,15.48727,86.65547,None,No incident reported.,None
01:02:40,06/07/24,Delhi,Karol Bagh,14.67174,73.71421,Theft,Make support most yet pull example meet.,High
15:31:01,12/04/23,Delhi,Karol Bagh,21.78134,81.44096,Harassment,Development responsibility think magazine possible similar large.,Medium
05:21:13,09/01/24,Hyderabad,Banjara Hills,22.44867,75.91597,Drug Possession,Common place close open far break as plan since name toward.,High
00:23:23,04/05/24,Surat,Adajan,17.69368,81.06455,Kidnapping,Important oil necessary rate as threat.,Low
07:21:29,20/02/25,Chennai,T. Nagar,25.10823,86.94388,Theft,Surface next think manager different hold stop accept respond free.,Low
14:54:02,10/07/23,Pune,Wakad,24.4661,77.76526,Burglary,Civil southern glass performance bar stock agree enter.,Medium
16:18:23,26/11/24,Mumbai,Borivali,19.23974,72.91124,Traffic Violation,Single evidence everybody writer soldier rock truth.,Medium
05:36:15,03/04/24,Pune,Wakad,27.72905,76.38885,Burglary,Enjoy act yeah next side before moment general help.,Low
09:09:28,13/09/23,Bengaluru,Indiranagar,15.72385,76.44201,Vandalism,Strategy surface bad cover those piece treat.,Low
09:17:48,02/12/24,Delhi,Karol Bagh,17.67696,84.46545,Theft,Speech yes their sing up experience mention thought sell range.,Low
06:41:30,06/01/25,Kolkata,Park Street,14.35185,85.93192,Kidnapping,Necessary realize eat answer would help best international he project.,Medium
06:59:03,10/12/23,Surat,Piplod,19.9606,83.98115,Burglary,Four forget president center myself decade he any over would.,Medium
07:30:06,13/07/24,Chennai,Velachery,13.58954,74.35223,Domestic Violence,Fly story product challenge perform call group Mrs speak already enter.,Low
18:43:12,31/07/23,Delhi,Connaught Place,27.72219,81.54865,Vandalism,Start much car game continue you soldier.,Low
11:10:06,15/03/25,Kolkata,Behala,20.11832,83.90468,Assault,Necessary especially animal sea successful decade marriage.,Low
14:02:31,26/05/24,Hyderabad,Banjara Hills,20.46362,76.6792,None,No incident reported.,None
19:59:03,09/08/23,Pune,Shivaji Nagar,27.29512,75.3549,Burglary,Interesting open popular loss far theory.,Medium
04:16:39,15/10/24,Chennai,Anna Nagar,27.01689,87.69162,Kidnapping,Street program drive car adult lead because weight American.,Low
00:07:04,28/04/24,Surat,Adajan,19.92437,87.4247,Burglary,Voice improve long forward be game recent.,Medium
11:37:24,16/06/24,Delhi,Connaught Place,13.46369,76.87856,Burglary,Parent method fine hotel to shoulder art relate say growth wear.,Low
01:58:49,24/01/24,Bengaluru,MG Road,25.39563,88.27095,Vandalism,Trade left nature me security Republican stuff nothing any oil new rock audience.,Medium
04:16:52,16/03/25,Surat,Vesu,20.21762,72.84542,Assault,But tax yet condition could your past often shake idea.,Medium
16:53:09,29/05/24,Pune,Wakad,20.30834,79.63928,Cyber Crime,Father page together what race six need turn better.,Low
10:18:23,05/01/25,Mumbai,Andheri,22.50029,88.16905,None,No incident reported.,None
14:57:22,14/02/25,Bengaluru,Whitefield,25.46728,86.08786,Theft,Nothing impact perform receive individual national plant road.,Medium
20:23:52,14/09/23,Delhi,Dwarka,25.72953,87.03072,Cyber Crime,Myself pretty become six discussion ready.,High
18:38:04,13/11/24,Mumbai,Bandra,19.69014,83.90933,Assault,Kitchen wind and soon series maybe skill exactly know ready.,High
20:39:02,09/09/24,Chennai,Adyar,25.99909,72.9857,Kidnapping,Best growth force tree low ten cultural begin.,Low
16:33:54,17/04/23,Surat,Vesu,25.24129,84.22897,Vandalism,West three today voice memory glass common at follow song foot four party.,Low
09:10:10,29/05/23,Kolkata,Behala,16.0518,77.6327,Assault,Eye good social dinner as already.,Low
19:55:01,29/06/24,Surat,Vesu,23.86095,76.06932,Theft,Only song lay why speech news sister claim goal window little.,High
16:14:12,24/03/25,Chennai,T. Nagar,24.52029,73.21068,None,No incident reported.,None
12:54:40,10/07/24,Mumbai,Colaba,22.74672,82.5074,Domestic Violence,State together charge tax black attack now piece Congress that meeting number.,Low
11:01:29,15/07/24,Surat,Katargam,13.19906,75.34193,Burglary,Choice record set sure source memory.,High
12:42:49,13/09/24,Hyderabad,Miyapur,21.28725,83.49446,Cyber Crime,Protect treatment security use course there there capital.,Medium
22:02:31,27/02/24,Mumbai,Dadar,21.29042,76.99392,Drug Possession,Test into seven practice where white big choose result produce bag.,Low
11:27:57,27/03/24,Surat,Varachha,28.04757,81.42867,None,No incident reported.,None
23:36:44,03/05/23,Hyderabad,Miyapur,14.60837,76.41734,Domestic Violence,Analysis effort hope small position beyond skill box war project ok candidate.,Medium
20:16:35,03/07/23,Surat,Varachha,24.24208,80.72109,Cyber Crime,Southern simply remember recently hair offer nice career benefit development store participant strong.,Low
04:42:12,03/03/25,Delhi,Rohini,23.66505,82.22306,None,No incident reported.,None
17:03:52,05/01/24,Delhi,Karol Bagh,16.88699,80.30589,Burglary,Physical view me attorney mother politics information determine exist beyond who.,Medium
07:23:37,16/11/24,Surat,Katargam,17.02612,80.63007,Kidnapping,Bill say church nor region he.,Low
05:52:59,15/01/25,Hyderabad,Miyapur,27.52359,87.32052,Burglary,Front business animal oil miss probably team board heavy financial model usually return.,Medium
20:13:10,30/01/25,Delhi,Rohini,27.76517,79.33841,Drug Possession,Condition involve same road everyone low star serious day production experience analysis social.,Medium
12:15:15,06/09/24,Chennai,Adyar,18.49012,82.40477,None,No incident reported.,None
18:23:38,08/06/24,Kolkata,Salt Lake,21.64699,78.84572,Vandalism,Join scene talk million wait cover according station hour loss true.,Low
14:53:26,07/05/24,Hyderabad,Hitech City,19.03913,84.89857,Domestic Violence,Company across cost hope from various.,Low
02:42:26,26/01/25,Surat,Piplod,16.22203,73.06915,Harassment,Modern third happy by information but poor wear lead view training.,Low
11:40:06,15/04/23,Bengaluru,MG Road,19.0082,79.67214,None,No incident reported.,None
13:30:14,18/11/23,Delhi,Dwarka,18.74707,78.06833,Burglary,Civil ability center check very our generation feeling summer.,Medium
10:12:38,27/08/23,Kolkata,Dumdum,22.35015,82.7628,Cyber Crime,Section score century assume machine score measure girl half nation.,Medium
00:34:16,24/12/23,Surat,Adajan,18.75229,86.19414,Assault,Field deal likely result guy always tax cell record entire.,Medium
22:23:19,11/03/25,Delhi,Karol Bagh,23.55312,81.39802,Traffic Violation,Southern foot also whom eye think standard friend drive where.,Medium
11:48:40,27/04/23,Surat,Adajan,17.21997,81.15883,Burglary,This capital middle necessary threat majority minute.,Low
14:39:44,26/08/24,Surat,Katargam,22.80759,79.80621,Harassment,Sure consumer write single third every way tell receive catch.,Low
22:26:05,23/12/24,Bengaluru,Koramangala,15.88913,79.82147,Theft,Billion option fight time five else first.,Low
15:12:05,10/02/25,Pune,Kothrud,20.36394,79.84036,Theft,See four more set accept newspaper no reach issue move sing draw under.,Medium
00:07:30,02/01/25,Pune,Shivaji Nagar,13.26857,87.38331,Assault,Health knowledge perhaps we else fear here local.,Medium
06:22:28,20/02/24,Hyderabad,Hitech City,28.36996,80.60846,Vandalism,Wrong industry state any old coach all company skill member job.,Medium
00:21:22,16/09/23,Mumbai,Andheri,13.04781,80.84381,None,No incident reported.,None
13:12:28,16/11/24,Delhi,Dwarka,26.74211,82.83783,Traffic Violation,Tonight visit it assume arm manager instead style at nice learn.,Low
07:17:41,24/07/23,Pune,Viman Nagar,25.01053,86.00277,Harassment,Side score ground book election available natural least grow although notice.,Low
10:30:23,14/05/23,Chennai,T. Nagar,19.47171,77.67453,Drug Possession,Old growth whose maintain finally painting family month.,Low
21:05:18,16/04/23,Hyderabad,Hitech City,18.82924,84.72647,Traffic Violation,Around well contain set check anyone can author far any.,Low
16:23:42,13/07/23,Bengaluru,MG Road,21.69744,74.2959,Cyber Crime,Treatment government government whom glass drop.,Medium
19:15:56,31/10/23,Mumbai,Dadar,27.86824,86.72134,None,No incident reported.,None
14:11:22,09/06/24,Mumbai,Bandra,26.19406,76.25777,None,No incident reported.,None
05:38:26,23/11/24,Chennai,Velachery,21.8878,80.72269,Theft,Yet here another board would form standard huge least owner occur establish.,Medium
04:57:44,16/01/25,Chennai,Tambaram,15.38278,75.86896,Theft,Participant Democrat always with president true look authority born into.,Low
04:46:27,24/10/24,Pune,Kothrud,19.42422,80.83424,Kidnapping,Common remain single both sometimes avoid around arm much.,Medium
09:24:30,02/05/23,Pune,Kothrud,16.85131,88.27613,Theft,You traditional behind street find tree radio want star crime light reality.,Medium
08:03:15,04/11/23,Delhi,Karol Bagh,23.64181,74.76378,Traffic Violation,Concern return service so small evidence space majority mission chance down including exactly.,Low
21:09:39,23/10/23,Bengaluru,Whitefield,27.61614,73.16114,Harassment,Hospital food light sea human name leave door.,Low
08:27:03,01/06/24,Chennai,Velachery,19.06096,80.47663,Drug Possession,Something young everyone size perform late plant concern government up agreement employee.,Low
13:07:45,22/11/23,Mumbai,Andheri,17.24013,74.95351,Drug Possession,Add else spend man ability condition offer effect go offer budget kid business.,Low
23:14:34,04/10/24,Delhi,Connaught Place,28.44745,87.96776,Cyber Crime,Keep range road sound serious must make.,High
23:43:57,24/04/24,Pune,Wakad,22.55817,83.61374,Domestic Violence,There country community really floor range clear yet more case.,Low
22:11:08,23/04/23,Kolkata,Dumdum,20.75338,77.84547,Vandalism,Win interesting outside show difficult without something along.,Low
15:15:38,05/11/23,Surat,Katargam,25.9193,76.60297,Kidnapping,Thing their add happen perhaps recently rest apply statement sometimes talk reveal.,Low
00:43:48,21/10/24,Pune,Viman Nagar,27.25582,78.90303,Theft,Wife sound garden smile question note.,Medium
08:59:04,03/06/23,Delhi,Dwarka,14.53187,76.41874,Kidnapping,Eye by physical reality value husband road quickly.,Medium
23:46:52,11/06/24,Mumbai,Dadar,17.35956,81.83931,Cyber Crime,Community when girl security dinner Republican evidence nation suffer box.,Low
07:54:33,01/11/23,Delhi,Connaught Place,16.20539,78.19517,Traffic Violation,Development outside piece beyond center serve cut paper history like growth.,Low
12:52:54,27/12/24,Delhi,Karol Bagh,27.10399,75.56904,Vandalism,West some tonight improve old toward.,Medium
13:23:58,19/08/23,Hyderabad,Gachibowli,21.73133,75.72183,Vandalism,End church region common business management make seven television cause whole.,Medium
09:17:04,02/02/24,Delhi,Karol Bagh,24.91224,84.17676,Assault,He across present our face buy.,Medium
07:09:21,04/11/24,Hyderabad,Secunderabad,22.2446,79.846,Traffic Violation,Like home quite science artist provide pattern manager experience whom.,Low
17:14:46,28/08/23,Surat,Varachha,21.32745,77.32332,Vandalism,Whether crime thought nation book computer couple wear possible sea family support.,Medium
